player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,salary
Kevin Durant,BKN,32,208.28,108.86208,Texas-Austin,USA,1,35,26.9,7.1,5.6,10.7,0.012,0.18,0.303,0.666,0.252,2020-21,40.10895
Kevin Huerter,ATL,22,200.66,86.18248,Maryland,USA,2,69,11.9,3.3,3.5,1.7,0.017,0.09,0.167,0.541,0.161,2020-21,2.76192
Kevin Love,CLE,32,203.2,113.851592,UCLA,USA,1,25,12.2,7.4,2.5,-6.5,0.026,0.272,0.211,0.556,0.153,2020-21,31.258256
Kevon Looney,GSW,25,205.74,100.697424,UCLA,USA,3,61,4.1,5.3,2,6,0.098,0.165,0.092,0.575,0.132,2020-21,4.821429
Khem Birch,TOR,28,205.74,105.686936,UNLV,Canada,5,67,7.2,5.8,1.3,-3.6,0.101,0.138,0.133,0.552,0.085,2020-21,3.0114989999999997
Khris Middleton,MIL,29,200.66,100.697424,Texas A&M,USA,3,68,20.4,6,5.4,6.2,0.023,0.143,0.245,0.588,0.227,2020-21,33.051724
Khyri Thomas,HOU,25,190.5,95.25432,Creighton,USA,3,5,16.4,3.6,5,7.3,0.047,0.072,0.208,0.586,0.21,2020-21,1.061283
Killian Hayes,DET,19,195.58,88.45044,,France,1,26,6.8,2.7,5.3,-10.1,0.009,0.092,0.185,0.422,0.299,2020-21,5.307119999999999
Kentavious Caldwell-Pope,LAL,28,195.58,92.532768,Georgia,USA,1,67,9.7,2.7,1.9,3.3,0.015,0.081,0.139,0.588,0.091,2020-21,12.07302
Obi Toppin,NYK,23,205.74,99.79024,Dayton,USA,1,62,4.1,2.2,0.5,2.7,0.037,0.155,0.157,0.574,0.065,2020-21,4.8620399999999995
Kyle Anderson,MEM,27,205.74,104.32616,UCLA,USA,3,69,12.4,5.7,3.6,1.6,0.026,0.173,0.181,0.578,0.182,2020-21,9.5051
Kyle Guy,SAC,23,185.42,75.749864,Virginia,USA,4,31,2.8,1.1,1,-4.2,0.019,0.128,0.185,0.449,0.184,2020-21,0.5378879999999999
Kyle Kuzma,LAL,25,208.28,100.243832,Utah,USA,2,68,12.9,6.1,1.9,-0.6,0.054,0.157,0.198,0.546,0.1,2020-21,3.5621780000000003
Kyle Lowry,TOR,35,182.88,88.904032,Villanova,USA,2,46,17.2,5.4,7.3,-0.3,0.021,0.133,0.209,0.593,0.311,2020-21,30.5
Kyrie Irving,BKN,29,187.96,88.45044,Duke,Australia,1,54,26.9,4.8,6,5.6,0.029,0.101,0.297,0.614,0.269,2020-21,33.72285
LaMarcus Aldridge,BKN,35,210.82,113.398,University of Texas at Austin,USA,1,26,13.5,4.5,1.9,-2.8,0.027,0.148,0.224,0.556,0.109,2020-21,17.62834
LaMelo Ball,CHA,19,198.12,81.64656,,USA,1,51,15.7,5.9,6.1,-3.1,0.041,0.161,0.247,0.539,0.322,2020-21,7.8399600000000005
Lamar Stevens,CLE,23,198.12,104.32616,Penn State,USA,5,40,4.1,2.4,0.6,-10.4,0.044,0.145,0.152,0.521,0.079,2020-21,1
Landry Shamet,BKN,24,193.04,86.18248,Wichita State,USA,2,61,9.3,1.8,1.6,1.1,0.008,0.067,0.164,0.578,0.097,2020-21,2.09004
Langston Galloway,PHX,29,185.42,90.7184,St. Joseph's (PA),USA,5,40,4.8,1.1,0.7,3.2,0.017,0.08,0.163,0.605,0.08,2020-21,2.028594
Larry Nance Jr.,CLE,28,200.66,111.13004,Wyoming,USA,2,35,9.3,6.7,3.1,-5.6,0.049,0.169,0.139,0.557,0.145,2020-21,11.709090999999999
Lauri Markkanen,CHI,24,213.36,108.86208,Arizona,Finland,1,51,13.6,5.3,0.9,-2.8,0.027,0.173,0.197,0.619,0.051,2020-21,6.731508
LeBron James,LAL,36,205.74,113.398,,USA,1,45,25,7.7,7.8,9.2,0.02,0.202,0.31,0.602,0.394,2020-21,39.219566
Kristaps Porzingis,DAL,25,220.98,108.86208,,Latvia,1,43,20.1,8.9,1.6,0.7,0.062,0.219,0.259,0.582,0.081,2020-21,29.4678
Lonzo Ball,NOP,23,198.12,86.18248,UCLA,USA,1,55,14.6,4.8,5.7,0.5,0.018,0.129,0.202,0.551,0.246,2020-21,11.003782
Kent Bazemore,GSW,31,193.04,88.45044,Old Dominion,USA,5,67,7.2,3.4,1.6,5.9,0.019,0.14,0.159,0.564,0.108,2020-21,2.320044
Kendrick Nunn,MIA,25,187.96,86.18248,Oakland,USA,5,56,14.6,3.2,2.6,-0.4,0.013,0.096,0.205,0.596,0.14,2020-21,1.663861
Jordan Poole,GSW,22,193.04,87.996848,Michigan,USA,2,51,12,1.8,1.9,0.7,0.015,0.074,0.246,0.581,0.161,2020-21,2.06328
Josh Green,DAL,20,195.58,90.7184,Arizona,Australia,2,39,2.6,2,0.7,1.9,0.059,0.11,0.112,0.49,0.083,2020-21,2.81676
Josh Hart,NOP,26,195.58,97.52228,Villanova,USA,3,47,9.2,8,2.3,-0.2,0.039,0.234,0.133,0.566,0.109,2020-21,3.4911589999999997
Josh Jackson,DET,24,203.2,93.893544,Kansas,USA,1,62,13.4,4.1,2.3,-3.4,0.035,0.123,0.254,0.516,0.15,2020-21,4.767
Josh Okogie,MIN,22,193.04,96.615096,Georgia Tech,Nigeria,2,59,5.4,2.6,1.1,-6.6,0.048,0.079,0.119,0.524,0.072,2020-21,2.65104
Josh Richardson,DAL,27,195.58,90.7184,Tennessee,USA,3,59,12.1,3.3,2.6,-0.2,0.028,0.079,0.181,0.537,0.123,2020-21,10.865952
Jrue Holiday,MIL,31,190.5,92.98636,UCLA,USA,2,59,17.7,4.5,6.1,9.2,0.037,0.093,0.217,0.592,0.253,2020-21,27.026011
Juan Toscano-Anderson,GSW,28,198.12,94.800728,Marquette,USA,5,53,5.7,4.4,2.8,3.8,0.026,0.172,0.108,0.676,0.181,2020-21,0.9439629999999999
Julius Randle,NYK,26,203.2,113.398,Kentucky,USA,1,71,24.1,10.2,6,3,0.031,0.227,0.285,0.567,0.269,2020-21,19.845
Justin Holiday,IND,32,198.12,81.64656,Washington,USA,5,72,10.5,3.6,1.7,-0.6,0.014,0.098,0.138,0.571,0.07,2020-21,5.7204
Justin Jackson,MIL,26,203.2,99.79024,North Carolina,USA,2,34,7.2,2.3,1.5,-3,0.026,0.1,0.195,0.516,0.136,2020-21,5.109637
Justin James,SAC,24,200.66,86.18248,Wyoming,USA,3,36,3.9,0.8,0.6,-8.5,0.027,0.067,0.192,0.548,0.109,2020-21,1.517981
Kenrich Williams,OKC,26,198.12,95.25432,TCU,USA,5,66,8,4.1,2.3,-6.3,0.056,0.129,0.148,0.599,0.153,2020-21,2
Justise Winslow,MEM,25,198.12,100.697424,Duke,USA,1,26,6.8,4.5,1.9,-6.1,0.032,0.187,0.212,0.395,0.14,2020-21,13
Jusuf Nurkic,POR,26,210.82,131.54168,,Bosnia and Herzegovina,2,37,11.5,9,3.4,6.9,0.094,0.283,0.217,0.554,0.206,2020-21,12.888889
Juwan Morgan,UTA,24,200.66,105.233344,Indiana,USA,5,29,1.2,1,0.3,-34.1,0.051,0.133,0.102,0.529,0.101,2020-21,1.517981
KZ Okpala,MIA,22,203.2,97.52228,Stanford,USA,3,37,2.5,1.8,0.5,-6.8,0.047,0.104,0.115,0.448,0.06,2020-21,1.517981
Karl-Anthony Towns,MIN,25,210.82,112.490816,Kentucky,USA,1,50,24.8,10.6,4.5,-0.1,0.075,0.237,0.286,0.612,0.216,2020-21,29.4678
Kawhi Leonard,LAC,30,200.66,102.0582,San Diego State,USA,2,52,24.8,6.5,5.2,12.2,0.034,0.161,0.282,0.622,0.238,2020-21,34.3791
Keita Bates-Diop,SAS,25,203.2,103.872568,Ohio State,USA,4,30,2.6,1.6,0.4,-7.7,0.037,0.154,0.144,0.518,0.075,2020-21,0.44911500000000004
Kelan Martin,IND,25,195.58,104.32616,Butler,USA,5,35,4.5,2.2,0.5,15.6,0.052,0.159,0.199,0.551,0.071,2020-21,1.445697
Keldon Johnson,SAS,21,195.58,99.79024,Kentucky,USA,3,69,12.8,6,1.8,-3.8,0.045,0.163,0.189,0.557,0.087,2020-21,2.04804
Keljin Blevins,POR,25,193.04,90.7184,Montana State,USA,5,17,0.7,0.6,0.2,-22.2,0.031,0.071,0.126,0.3,0.083,2020-21,0.44911500000000004
Kelly Olynyk,HOU,30,210.82,108.86208,Gonzaga,Canada,1,70,13.5,7,2.9,-2.5,0.043,0.196,0.19,0.61,0.151,2020-21,12.81965
Kemba Walker,OKC,31,182.88,83.460928,Connecticut,USA,1,43,19.3,4,4.9,3.1,0.012,0.113,0.256,0.559,0.233,2020-21,34.3791
Kris Dunn,ATL,27,190.5,92.98636,Providence,USA,1,4,1.3,1.5,0.5,-31.4,0,0.125,0.157,0.182,0.08,2020-21,4.767
Luguentz Dort,OKC,22,190.5,97.52228,Arizona State,Canada,5,52,14,3.6,1.7,-7.2,0.023,0.092,0.218,0.513,0.09,2020-21,1.517981
Mike Scott,PHI,32,200.66,107.501304,Virginia,USA,4,51,4.2,2.4,0.8,-0.2,0.012,0.129,0.116,0.492,0.064,2020-21,5.00535
Miles Bridges,CHA,23,198.12,102.0582,Michigan State,USA,1,66,12.7,6,2.2,0.3,0.041,0.158,0.17,0.625,0.113,2020-21,3.9343200000000005
Mitchell Robinson,NYK,23,213.36,108.86208,Western Kentucky,USA,3,31,8.3,8.1,0.5,-0.4,0.124,0.155,0.114,0.642,0.03,2020-21,1.663861
Miye Oni,UTA,23,195.58,93.439952,Yale,USA,5,54,1.9,1.6,0.5,8.8,0.043,0.106,0.095,0.517,0.071,2020-21,1.517981
Mo Bamba,ORL,23,213.36,104.779752,Texas-Austin,USA,1,46,8,5.8,0.8,-12.9,0.091,0.24,0.21,0.556,0.082,2020-21,5.96904
Monte Morris,DEN,26,187.96,83.007336,Iowa State,USA,4,47,10.2,2,3.2,6.2,0.009,0.071,0.161,0.574,0.172,2020-21,1.7237069999999999
Montrezl Harrell,LAL,27,200.66,108.86208,Louisville,USA,3,69,13.5,6.2,1.1,1.4,0.1,0.167,0.211,0.65,0.078,2020-21,9.258
Moritz Wagner,ORL,24,210.82,111.13004,Michigan,Germany,2,45,6.9,3.2,1.1,-7.9,0.035,0.149,0.178,0.58,0.107,2020-21,2.383915
Moses Brown,BOS,21,218.44,111.13004,UCLA,USA,5,43,8.6,8.9,0.2,-18.3,0.143,0.238,0.157,0.572,0.017,2020-21,1.25
Mychal Mulder,GSW,27,190.5,83.460928,Kentucky,Canada,5,60,5.6,1,0.4,2.9,0.01,0.062,0.157,0.613,0.047,2020-21,1.517981
Myles Turner,IND,25,210.82,113.398,Texas-Austin,USA,1,47,12.6,6.5,1,1.3,0.043,0.159,0.167,0.599,0.047,2020-21,18
Naji Marshall,NOP,23,200.66,99.79024,Xavier,USA,5,32,7.7,4.6,2.8,-1.5,0.02,0.182,0.16,0.508,0.165,2020-21,0.5383910000000001
Nassir Little,POR,21,195.58,99.79024,North Carolina,USA,2,48,4.6,2.7,0.5,-2.2,0.046,0.144,0.135,0.589,0.049,2020-21,2.21064
Mike Muscala,OKC,29,208.28,108.86208,Bucknell,USA,4,35,9.7,3.8,0.8,0.6,0.028,0.157,0.194,0.599,0.069,2020-21,2.283034
Naz Reid,MIN,21,205.74,119.748288,Louisiana State,USA,5,70,11.2,4.6,1,-9.7,0.054,0.173,0.218,0.599,0.088,2020-21,1.517981
Nemanja Bjelica,MIA,33,208.28,106.140528,,Serbia,3,37,6.5,3.4,1.9,-6.7,0.049,0.172,0.179,0.554,0.16,2020-21,7.15
Nerlens Noel,NYK,27,210.82,99.79024,Kentucky,USA,1,64,5.1,6.4,0.7,0.7,0.094,0.164,0.092,0.638,0.041,2020-21,5
Nick Richards,CHA,23,213.36,111.13004,Kentucky,Jamaica,3,18,0.8,0.6,0.1,-10.5,0.056,0.096,0.111,0.542,0.054,2020-21,1
Nickeil Alexander-Walker,NOP,22,198.12,92.98636,Virginia Tech,Canada,2,46,11,3.1,2.2,-3.3,0.012,0.127,0.228,0.522,0.155,2020-21,3.1131599999999997
Nicolas Batum,LAC,32,203.2,104.32616,,France,2,67,8.1,4.7,2.2,8.9,0.029,0.143,0.116,0.617,0.105,2020-21,11.608231
Nicolas Claxton,BKN,22,210.82,97.52228,Georgia,USA,3,32,6.6,5.2,0.9,12.3,0.074,0.187,0.136,0.612,0.068,2020-21,1.517981
Nicolo Melli,DAL,30,205.74,107.047712,,Italy,5,45,3,2.7,1,1.1,0.046,0.166,0.123,0.441,0.108,2020-21,3.897436
Nikola Jokic,DEN,26,210.82,128.820128,,Serbia,3,72,26.4,10.8,8.3,7.7,0.087,0.237,0.293,0.647,0.377,2020-21,29.542009999999998
Nikola Vucevic,CHI,30,210.82,117.93392,Southern California,Montenegro,2,70,23.4,11.7,3.8,-7,0.059,0.289,0.292,0.56,0.207,2020-21,26
Norman Powell,POR,28,190.5,97.52228,UCLA,USA,4,69,18.6,3.1,1.9,1.8,0.018,0.079,0.221,0.618,0.089,2020-21,10.865952
Norvel Pelle,NYK,28,208.28,104.779752,Iona,USA,5,13,1.5,1.5,0.2,12.2,0.077,0.153,0.106,0.567,0.032,2020-21,1.0149050000000002
Nathan Knight,ATL,23,208.28,114.758776,William & Mary,USA,5,33,3.8,2.2,0.2,-4.3,0.093,0.155,0.207,0.499,0.045,2020-21,0.522989
Mikal Bridges,PHX,24,198.12,94.800728,Villanova,USA,1,72,13.5,4.3,2.1,7.4,0.035,0.099,0.147,0.667,0.085,2020-21,4.359
Mike Conley,UTA,33,185.42,79.3786,Ohio State,USA,1,51,16.2,3.5,6,16.7,0.024,0.082,0.224,0.589,0.303,2020-21,34.502132
Luka Doncic,DAL,22,200.66,104.32616,,Slovenia,1,66,27.7,8,8.6,3.9,0.024,0.202,0.35,0.587,0.425,2020-21,8.04936
Luka Samanic,SAS,21,208.28,102.965384,,Croatia,2,33,3.7,2.1,0.5,-2,0.049,0.158,0.187,0.518,0.073,2020-21,2.82432
Luke Kennard,LAC,25,195.58,93.439952,Duke,USA,1,63,8.3,2.6,1.7,-0.4,0.013,0.118,0.166,0.608,0.12,2020-21,5.273826
Luke Kornet,BOS,25,218.44,113.398,Vanderbilt,USA,5,31,3.4,2.2,0.8,5.8,0.041,0.144,0.135,0.511,0.095,2020-21,2.25
Malachi Flynn,TOR,23,185.42,79.3786,San Diego State,USA,3,47,7.5,2.5,2.9,-5.6,0.01,0.114,0.183,0.484,0.225,2020-21,1.9506000000000001
Malcolm Brogdon,IND,28,195.58,103.872568,Virginia,USA,3,56,21.2,5.3,5.9,-0.5,0.029,0.118,0.257,0.561,0.271,2020-21,20.7
Malik Monk,CHA,23,190.5,90.7184,Kentucky,USA,1,42,11.7,2.4,2.1,0.8,0.015,0.096,0.227,0.569,0.155,2020-21,5.345687
Mamadi Diakite,MIL,24,205.74,103.418976,Virginia,Guinea,5,14,3.1,2.4,0.6,3.8,0.052,0.16,0.142,0.477,0.079,2020-21,0.529341
Marc Gasol,LAL,36,210.82,115.66596,,Spain,4,52,5,4.1,2.1,4.3,0.039,0.174,0.117,0.606,0.145,2020-21,2.564753
Markelle Fultz,ORL,23,190.5,94.800728,Washington,USA,1,8,12.9,3.1,5.4,-6.5,0.021,0.095,0.25,0.458,0.293,2020-21,12.288697
Markieff Morris,LAL,31,205.74,111.13004,Kansas,USA,1,61,6.7,4.4,1.2,0.8,0.04,0.176,0.16,0.509,0.088,2020-21,2.3315930000000002
Markus Howard,DEN,22,177.8,79.3786,Marquette,USA,5,37,2.8,0.6,0.5,-17,0.004,0.095,0.25,0.477,0.145,2020-21,0.535294
Malik Beasley,MIN,24,193.04,84.821704,Florida State,USA,2,37,19.6,4.4,2.4,-7.2,0.021,0.112,0.235,0.57,0.114,2020-21,13.425895
Marquese Chriss,GSW,23,205.74,108.86208,Washington,USA,1,2,6.5,6.5,1,-40.3,0.075,0.385,0.25,0.412,0.2,2020-21,1.824003
Michael Carter-Williams,ORL,29,195.58,86.18248,Syracuse,USA,1,31,8.8,4.5,4.2,-2.5,0.044,0.123,0.198,0.449,0.238,2020-21,3.3
Mfiondu Kabengele,CLE,23,205.74,113.398,Florida State,Canada,2,39,2.4,1.5,0.4,-14.2,0.039,0.151,0.168,0.486,0.099,2020-21,2.432353
Meyers Leonard,MIA,29,213.36,117.93392,Illinois,USA,1,3,3.3,2.3,0.7,-1.4,0,0.241,0.152,0.635,0.105,2020-21,9.4
Max Strus,MIA,25,195.58,97.52228,DePaul,USA,5,39,6.1,1.1,0.6,-4.2,0.011,0.073,0.179,0.597,0.074,2020-21,0.647098
Maxi Kleber,DAL,29,208.28,108.86208,,Germany,5,50,7.1,5.2,1.4,4.6,0.035,0.151,0.103,0.606,0.066,2020-21,8.475
Matthew Dellavedova,CLE,30,190.5,90.7184,St.Mary's College of California,Australia,5,13,2.8,1.8,4.5,-3.1,0.029,0.085,0.125,0.312,0.337,2020-21,2.174318
Matt Thomas,UTA,26,193.04,86.18248,Iowa State,USA,5,45,3.1,1,0.4,-9.3,0.02,0.112,0.187,0.522,0.096,2020-21,1.517981
Matisse Thybulle,PHI,24,195.58,91.171992,Washington,USA,2,65,3.9,1.9,1,4.6,0.023,0.07,0.09,0.508,0.064,2020-21,2.71128
Mason Plumlee,DET,31,210.82,115.212368,Duke,USA,2,56,10.4,9.3,3.6,-4.9,0.095,0.264,0.163,0.638,0.205,2020-21,8
Usman Garuba,HOU,20,203.2,103.872568,,Spain,2,24,2,3.5,0.7,7,0.083,0.263,0.091,0.51,0.084,2021-22,2.35332
Vlatko Cancar,DEN,25,203.2,107.047712,,Slovenia,4,15,4.1,2.1,1.1,0.8,0.041,0.133,0.131,0.657,0.139,2021-22,1.782621
Vit Krejci,OKC,22,203.2,88.45044,,Czech Republic,3,30,6.2,3.4,1.9,-12.8,0.024,0.121,0.125,0.529,0.117,2021-22,0.925258
Victor Oladipo,MIA,30,193.04,96.615096,Indiana,USA,1,8,12.4,2.9,3.5,-1.4,0.017,0.11,0.247,0.608,0.277,2021-22,2.389641
Wayne Ellington,LAL,34,193.04,93.893544,North Carolina,USA,2,43,6.7,1.8,0.7,-3.8,0.012,0.078,0.135,0.593,0.055,2021-22,2.6416910000000002
Udonis Haslem,MIA,42,203.2,106.59412,Florida,USA,5,13,2.5,1.9,0.3,-9.5,0.043,0.239,0.183,0.495,0.077,2021-22,2.6416910000000002
Tyus Jones,MEM,26,182.88,88.904032,Duke,USA,2,73,8.7,2.4,4.4,7.6,0.01,0.097,0.164,0.544,0.285,2021-22,8.376286
Tyrese Maxey,PHI,21,187.96,90.7184,Kentucky,USA,2,75,17.5,3.2,4.3,3.6,0.01,0.08,0.199,0.594,0.191,2021-22,2.60292
Tyrese Haliburton,IND,22,195.58,83.91452,Iowa State,USA,1,77,15.3,4,8.2,-6,0.022,0.093,0.184,0.595,0.335,2021-22,4.0236
Tyrell Terry,MEM,21,187.96,72.57472,Stanford,USA,3,2,1,0,0,-6.9,0,0,0.111,1,0,2021-22,1.869438
Tyler Herro,MIA,22,195.58,88.45044,Kentucky,USA,1,66,20.7,5,4,5.3,0.015,0.133,0.278,0.561,0.205,2021-22,4.00428
Wayne Selden,NYK,27,193.04,105.233344,Kansas,USA,5,3,1.7,0.3,0.3,-34.5,0,0.053,0.136,0.434,0.091,2021-22,0.8123630000000001
Udoka Azubuike,UTA,22,213.36,122.46984,Kansas,Nigeria,2,17,4.7,4.2,0,2,0.093,0.233,0.143,0.743,0,2021-22,2.07588
Ziaire Williams,MEM,20,205.74,83.91452,Stanford,USA,1,62,8.1,2.1,1,4.2,0.017,0.071,0.144,0.559,0.062,2021-22,4.3730400000000005
Zeke Nnaji,DEN,21,205.74,108.86208,Arizona,USA,2,41,6.6,3.6,0.4,-3.2,0.077,0.141,0.146,0.629,0.037,2021-22,2.49876
Zach LaVine,CHI,27,195.58,90.7184,UCLA,USA,1,67,24.4,4.6,4.5,-0.9,0.01,0.121,0.284,0.605,0.207,2021-22,19.5
Zach Collins,SAS,24,210.82,113.398,Gonzaga,USA,1,28,7.8,5.5,2.2,3.1,0.085,0.197,0.184,0.594,0.17,2021-22,7
Yuta Watanabe,TOR,27,205.74,97.52228,George Washington,Japan,5,38,4.3,2.4,0.6,-3.9,0.035,0.158,0.161,0.524,0.067,2021-22,1.7627960000000003
Willy Hernangomez,NOP,28,210.82,113.398,,Spain,3,50,9.1,6.8,1.3,-1.6,0.153,0.24,0.211,0.582,0.113,2021-22,2.32722
Willie Cauley-Stein,PHI,28,213.36,108.86208,Kentucky,USA,1,20,1.7,2,0.5,7.2,0.064,0.144,0.099,0.474,0.074,2021-22,4.220083000000001
Will Barton,DEN,31,195.58,82.100152,Memphis,USA,3,71,14.7,4.8,3.9,2,0.02,0.128,0.205,0.548,0.171,2021-22,15.625
Wesley Matthews,MIL,35,193.04,99.79024,Marquette,USA,5,49,5.1,1.9,0.7,6.7,0.029,0.056,0.104,0.536,0.047,2021-22,1.9584949999999999
Wenyen Gabriel,LAL,25,205.74,92.98636,Kentucky,South Sudan,5,26,5.4,3.7,0.5,6.7,0.105,0.151,0.165,0.549,0.053,2021-22,0.522015
Darius Bazley,OKC,22,203.2,94.347136,,USA,2,69,10.8,6.3,1.4,-11.3,0.034,0.176,0.18,0.515,0.078,2021-22,2.51304
Evan Fournier,NYK,29,198.12,92.98636,,France,2,80,14.1,2.6,2.1,-2.7,0.013,0.073,0.201,0.554,0.114,2021-22,17.142857
Evan Mobley,CLE,21,210.82,97.52228,Southern California,USA,1,69,15,8.3,2.5,1.7,0.063,0.174,0.201,0.549,0.117,2021-22,8.07516
Facundo Campazzo,DEN,31,177.8,88.45044,,Argentina,5,65,5.1,1.8,3.4,-8.6,0.019,0.08,0.143,0.503,0.276,2021-22,3.1
Frank Jackson,DET,24,190.5,92.98636,Duke,USA,3,53,10.6,1.6,1,-6.8,0.015,0.058,0.203,0.53,0.077,2021-22,3
Frank Kaminsky,PHX,29,213.36,108.86208,Wisconsin,USA,1,9,10.6,4.6,1.4,9.6,0.06,0.144,0.185,0.635,0.105,2021-22,2.089448
Frank Ntilikina,DAL,23,193.04,90.7184,,France,1,58,4.1,1.4,1.2,4.3,0.016,0.094,0.165,0.513,0.149,2021-22,1.789256
Franz Wagner,ORL,20,208.28,99.79024,Michigan,Germany,1,79,15.2,4.5,2.9,-4.9,0.033,0.106,0.208,0.559,0.151,2021-22,5.00784
Fred VanVleet,TOR,28,185.42,89.357624,Wichita State,USA,5,65,20.3,4.4,6.7,3.7,0.016,0.1,0.233,0.552,0.266,2021-22,19.675926
Furkan Korkmaz,PHI,24,200.66,91.625584,,Turkey,2,67,7.6,2.6,1.9,0.8,0.015,0.104,0.17,0.502,0.129,2021-22,4.629630000000001
Gabe Vincent,MIA,26,190.5,90.7184,California-Santa Barbara,USA,5,68,8.7,1.9,3.1,3.1,0.014,0.064,0.174,0.551,0.198,2021-22,1.669178
Gabriel Deck,OKC,27,198.12,104.779752,,Argentina,5,7,2.6,0.9,0.7,-13.6,0.017,0.077,0.119,0.643,0.147,2021-22,1.6905069999999998
Garrett Temple,NOP,36,195.58,88.45044,Louisiana State,USA,5,59,5.2,2.4,1.3,-13.7,0.024,0.106,0.136,0.494,0.102,2021-22,4.91
Garrison Mathews,HOU,25,195.58,97.52228,Lipscomb,USA,5,65,10,2.9,1,-5.9,0.018,0.093,0.137,0.602,0.052,2021-22,2
Gorgui Dieng,ATL,32,208.28,112.490816,Louisville,Senegal,2,44,3.5,2.8,0.8,-9.2,0.083,0.238,0.164,0.624,0.155,2021-22,4
Gordon Hayward,CHA,32,200.66,102.0582,Butler,USA,1,49,15.9,4.6,3.6,-0.4,0.022,0.114,0.202,0.57,0.16,2021-22,29.925
Ty Jerome,OKC,24,195.58,88.45044,Virginia,USA,2,48,7.1,1.6,2.3,-1.5,0.021,0.072,0.205,0.488,0.229,2021-22,2.41284
Goran Dragic,BKN,36,190.5,86.18248,,Slovenia,4,21,7.5,3.1,4.1,0.4,0.027,0.104,0.166,0.474,0.227,2021-22,19.348907
Goga Bitadze,IND,22,213.36,113.398,,Georgia,2,50,7,3.5,1.1,-2.4,0.106,0.139,0.191,0.595,0.11,2021-22,3.0984000000000003
Giannis Antetokounmpo,MIL,27,210.82,109.769264,,Greece,2,67,29.9,11.6,5.8,8,0.06,0.267,0.34,0.633,0.304,2021-22,39.3449
Georgios Kalaitzakis,OKC,23,200.66,87.089664,,Greece,5,13,6.6,1.6,0.9,-29.3,0.026,0.074,0.2,0.536,0.09,2021-22,0.499852
George Hill,MIL,36,193.04,85.275296,Indiana-Purdue Indianapolis,USA,2,54,6.2,2.9,2.2,11.7,0.029,0.084,0.115,0.552,0.124,2021-22,5.275491000000001
Gary Trent Jr.,TOR,23,195.58,94.800728,Duke,USA,3,70,18.3,2.7,2,3.3,0.01,0.07,0.212,0.546,0.085,2021-22,16.225
Gary Payton II,GSW,29,190.5,88.45044,Oregon State,USA,5,71,7.1,3.5,0.9,8.3,0.058,0.132,0.14,0.679,0.076,2021-22,1.669178
Gary Harris,ORL,27,193.04,95.25432,Michigan State,USA,2,61,11.1,2,1.8,-5.9,0.02,0.048,0.16,0.571,0.094,2021-22,20.932143
Gary Clark,NOP,27,198.12,102.0582,Cincinnati,USA,5,38,2.7,2.4,0.5,-2.1,0.057,0.174,0.11,0.547,0.067,2021-22,0.8112130000000001
Georges Niang,PHI,29,200.66,104.32616,Iowa State,USA,4,76,9.2,2.7,1.3,1.9,0.014,0.097,0.16,0.594,0.09,2021-22,3.3
Eric Paschall,UTA,25,198.12,115.66596,Villanova,USA,3,58,5.8,1.8,0.6,-2.3,0.042,0.1,0.174,0.612,0.074,2021-22,1.782621
Eric Gordon,HOU,33,190.5,97.52228,Indiana,USA,1,57,13.4,2,2.7,-5.1,0.009,0.056,0.182,0.614,0.137,2021-22,18.218818
Eric Bledsoe,POR,32,185.42,97.068688,Kentucky,USA,2,54,9.9,3.4,4.2,-1.2,0.02,0.105,0.198,0.514,0.251,2021-22,18.125
Dillon Brooks,MEM,26,200.66,102.0582,Oregon,Canada,4,32,18.4,3.2,2.8,11,0.03,0.08,0.283,0.515,0.147,2021-22,12.2
Didi Louzada,POR,22,195.58,85.275296,,Brazil,3,9,3.9,1.9,0.6,-29.1,0.034,0.096,0.13,0.517,0.07,2021-22,1.7868780000000002
Dewayne Dedmon,MIA,32,213.36,111.13004,Southern California,USA,5,67,6.3,5.8,0.7,3.5,0.1,0.251,0.164,0.632,0.069,2021-22,5.256308
Devontae Cacok,SAS,25,200.66,108.86208,North Carolina-Wilmington,USA,5,15,3.1,2.8,0.4,-1.6,0.058,0.279,0.122,0.675,0.073,2021-22,0.726128
Domantas Sabonis,SAC,26,210.82,108.86208,Gonzaga,Lithuania,1,62,18.9,12.1,5.2,-0.6,0.092,0.264,0.221,0.637,0.239,2021-22,18.5
Devin Vassell,SAS,21,195.58,90.7184,Florida State,USA,1,71,12.3,4.3,1.9,1,0.021,0.128,0.184,0.54,0.096,2021-22,4.23516
Devin Booker,PHX,25,195.58,93.439952,Kentucky,USA,1,68,26.8,5,4.8,9.5,0.02,0.117,0.313,0.576,0.212,2021-22,31.650599999999997
Desmond Bane,MEM,24,195.58,97.52228,TCU,USA,3,76,18.2,4.4,2.7,6.9,0.018,0.118,0.226,0.592,0.136,2021-22,2.03316
Derrick White,BOS,27,193.04,86.18248,Colorado,USA,3,75,13.2,3.5,4.9,4.9,0.017,0.094,0.196,0.549,0.231,2021-22,15.678571
Derrick Rose,NYK,33,187.96,90.7184,Memphis,USA,1,26,12,3,4,5.8,0.032,0.08,0.217,0.541,0.266,2021-22,13.44512
