player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,salary
Armoni Brooks,TOR,24,190.5,88.45044,Houston,USA,5,54,5.3,1.9,1.1,-3.8,0.021,0.097,0.159,0.483,0.105,2021-22,1.739065
Andrew Wiggins,GSW,27,200.66,89.357624,Kansas,Canada,1,73,17.2,4.5,2.2,5.8,0.036,0.095,0.224,0.56,0.109,2021-22,31.57939
Jerami Grant,DET,28,203.2,95.25432,Syracuse,USA,3,47,19.2,4.1,2.4,-7.8,0.017,0.108,0.253,0.556,0.13,2021-22,20.0025
Jordan McLaughlin,MIN,26,180.34,83.91452,Southern California,USA,5,62,3.8,1.5,2.9,2.4,0.023,0.075,0.115,0.535,0.258,2021-22,2
Jeremy Lamb,SAC,30,195.58,81.64656,Connecticut,USA,1,56,7.3,2.8,1.4,0.6,0.026,0.134,0.189,0.521,0.124,2021-22,10.5
Oshae Brissett,IND,24,200.66,95.25432,Syracuse,Canada,5,67,9.1,5.3,1.1,-6,0.065,0.165,0.166,0.53,0.064,2021-22,1.7015930000000001
Onyeka Okongwu,ATL,21,203.2,108.86208,Southern California,USA,1,48,8.2,5.9,1.1,5.5,0.117,0.163,0.137,0.714,0.078,2021-22,6.10428
Omer Yurtseven,MIA,24,210.82,124.7378,Georgetown,Turkey,5,56,5.3,5.3,0.9,5.3,0.12,0.293,0.19,0.546,0.105,2021-22,1.489065
Obi Toppin,NYK,24,205.74,99.79024,Dayton,USA,1,72,9,3.7,1.1,6.9,0.056,0.155,0.205,0.614,0.105,2021-22,5.10516
OG Anunoby,TOR,24,200.66,105.233344,Indiana,United Kingdom,2,48,17.1,5.5,2.6,3.9,0.04,0.116,0.204,0.549,0.108,2021-22,16.071429000000002
Norman Powell,LAC,29,190.5,97.52228,UCLA,USA,4,45,19,3.2,2.1,-8.1,0.013,0.089,0.231,0.603,0.106,2021-22,15.517242
Nikola Vucevic,CHI,31,208.28,117.93392,Southern California,Montenegro,2,73,17.6,11,3.2,-1.6,0.06,0.274,0.244,0.533,0.153,2021-22,24
Nikola Jokic,DEN,27,210.82,128.820128,,Serbia,3,74,27.1,13.8,7.9,8.4,0.09,0.313,0.309,0.661,0.388,2021-22,31.044905999999997
Nik Stauskas,BOS,28,198.12,93.893544,Michigan,Canada,1,8,2.3,0.4,0.3,19.3,0.024,0.049,0.184,0.541,0.065,2021-22,0.5349929999999999
Nicolas Batum,LAC,33,203.2,104.32616,,France,2,59,8.3,4.3,1.7,-4.4,0.019,0.146,0.13,0.608,0.099,2021-22,12.026998
Nickeil Alexander-Walker,UTA,23,195.58,92.98636,Virginia Tech,Canada,2,65,10.6,2.9,2.4,-3.1,0.024,0.103,0.237,0.475,0.166,2021-22,3.26148
Nick Richards,CHA,24,213.36,111.13004,Kentucky,Jamaica,3,50,3,1.7,0.3,-13,0.086,0.137,0.147,0.689,0.054,2021-22,1.517981
Moses Brown,CLE,22,218.44,111.13004,UCLA,USA,5,40,4.3,3.4,0,-6.2,0.11,0.257,0.199,0.612,0.005,2021-22,1.9339089999999999
Moses Moody,GSW,20,195.58,95.707912,Arkansas,USA,1,52,4.4,1.5,0.4,-4,0.028,0.098,0.148,0.573,0.056,2021-22,3.5622
Myles Turner,IND,26,210.82,113.398,Texas-Austin,USA,1,42,12.9,7.1,1,-0.3,0.052,0.188,0.173,0.615,0.053,2021-22,18
Naji Marshall,NOP,24,200.66,99.79024,Xavier,USA,5,55,5.7,2.6,1.1,-2.2,0.047,0.142,0.197,0.505,0.126,2021-22,1.517981
Naz Reid,MIN,22,205.74,119.748288,Louisiana State,USA,5,77,8.3,3.9,0.9,-2.4,0.074,0.161,0.209,0.588,0.091,2021-22,1.782621
Neemias Queta,SAC,22,213.36,112.490816,Utah State,Portugal,3,15,3,2.1,0.4,-4.1,0.104,0.144,0.176,0.495,0.076,2021-22,0.462629
Nemanja Bjelica,GSW,34,205.74,106.140528,,Serbia,3,71,6.1,4.1,2.2,5.2,0.055,0.187,0.175,0.573,0.204,2021-22,2.089448
Nerlens Noel,NYK,28,210.82,99.79024,Kentucky,USA,1,25,3.4,5.6,0.9,-5.7,0.084,0.161,0.072,0.581,0.06,2021-22,8.8
Nassir Little,POR,22,195.58,99.79024,North Carolina,USA,2,42,9.8,5.6,1.3,-0.9,0.052,0.158,0.155,0.575,0.074,2021-22,2.31624
Pascal Siakam,TOR,28,203.2,104.32616,New Mexico State,Cameroon,2,68,22.8,8.5,5.3,4.8,0.046,0.182,0.257,0.565,0.224,2021-22,33.003935999999996
Reggie Bullock,DAL,31,198.12,92.98636,North Carolina,USA,2,68,8.6,3.5,1.2,6.6,0.017,0.106,0.128,0.558,0.06,2021-22,9.536
Reggie Jackson,LAC,32,187.96,94.347136,Boston College,USA,2,75,16.8,3.6,4.8,-1.3,0.016,0.092,0.273,0.488,0.245,2021-22,10.3845
Richaun Holmes,SAC,28,208.28,106.59412,Bowling Green,USA,3,45,10.4,7,1.1,-5.8,0.082,0.198,0.153,0.689,0.068,2021-22,10.3845
Ricky Rubio,IND,31,187.96,86.18248,,Spain,1,34,13.1,4.1,6.6,9.1,0.015,0.122,0.234,0.488,0.348,2021-22,17.8
Raul Neto,WAS,30,187.96,81.64656,,Brazil,4,70,7.5,1.9,3.1,-3.3,0.01,0.089,0.18,0.538,0.228,2021-22,2.089448
Robin Lopez,ORL,34,213.36,127.459352,Stanford,USA,2,36,7.1,3.5,1.5,-6.4,0.098,0.089,0.182,0.57,0.142,2021-22,5
Rodney Hood,LAC,29,203.2,94.347136,Duke,USA,2,52,3.1,1.5,0.7,0.8,0.021,0.081,0.106,0.493,0.074,2021-22,2.239544
Rodney McGruder,DET,30,193.04,92.98636,Kansas State,USA,5,51,5.4,2.2,0.9,-3.7,0.037,0.104,0.142,0.577,0.094,2021-22,1.93935
Romeo Langford,SAS,22,195.58,97.975872,Indiana,USA,1,48,4.5,2.3,0.4,1,0.035,0.092,0.123,0.52,0.04,2021-22,3.80436
Robert Covington,LAC,31,200.66,94.800728,Tennessee State,USA,5,71,8.5,5.5,1.3,0.6,0.03,0.167,0.134,0.572,0.066,2021-22,12.975470999999999
Moritz Wagner,ORL,25,210.82,111.13004,Michigan,Germany,2,63,9,3.7,1.4,-7.2,0.041,0.19,0.224,0.623,0.151,2021-22,1.7292169999999998
Rajon Rondo,CLE,36,185.42,81.64656,Kentucky,USA,2,39,4.8,2.8,4.4,-7.8,0.02,0.118,0.152,0.496,0.366,2021-22,7.5
RJ Barrett,NYK,22,198.12,97.068688,Duke,Canada,1,70,20,5.8,3,-3.3,0.025,0.136,0.268,0.511,0.146,2021-22,8.62392
Pat Connaughton,MIL,29,195.58,94.800728,Notre Dame,USA,3,65,9.9,4.2,1.3,-0.7,0.025,0.13,0.137,0.62,0.067,2021-22,5.333334
Patrick Beverley,MIN,33,185.42,81.64656,Arkansas,USA,3,58,9.2,4.1,4.6,3.7,0.038,0.119,0.158,0.539,0.249,2021-22,14.320986999999999
Patrick Williams,CHI,20,200.66,97.52228,Florida State,USA,1,17,9,4.1,0.9,-5.5,0.04,0.132,0.139,0.637,0.051,2021-22,7.422
Paul George,LAC,32,203.2,99.79024,Fresno State,USA,1,31,24.3,6.9,5.7,4.2,0.011,0.171,0.329,0.538,0.286,2021-22,39.34497
Paul Millsap,PHI,37,200.66,116.573144,Louisiana Tech,USA,4,33,3.5,3.5,0.9,-3.5,0.096,0.182,0.158,0.458,0.121,2021-22,2.6416910000000002
Paul Reed,PHI,23,205.74,95.25432,DePaul,USA,5,38,3.1,2.4,0.4,-6.2,0.137,0.164,0.151,0.568,0.081,2021-22,1.517981
Payton Pritchard,BOS,24,185.42,88.45044,Oregon,USA,2,71,6.2,1.9,2,2.2,0.031,0.093,0.18,0.578,0.222,2021-22,2.1374400000000002
Precious Achiuwa,TOR,22,203.2,102.0582,Memphis,Nigeria,2,73,9.1,6.5,1.1,1.9,0.075,0.188,0.18,0.503,0.072,2021-22,2.71128
Quentin Grimes,NYK,22,193.04,95.25432,Houston,USA,2,46,6,2,1,-3,0.028,0.085,0.149,0.565,0.095,2021-22,2.16864
Royce O'Neale,UTA,29,195.58,102.511792,Baylor,USA,5,77,7.4,4.8,2.5,5.3,0.027,0.12,0.098,0.608,0.104,2021-22,8.8
Montrezl Harrell,CHA,28,200.66,108.86208,Louisville,USA,3,71,13.1,6.1,2,3,0.092,0.163,0.198,0.68,0.139,2021-22,9.7209
Mo Bamba,ORL,24,213.36,104.779752,Texas-Austin,USA,1,71,10.6,8.1,1.2,-9.6,0.077,0.214,0.17,0.582,0.073,2021-22,7.568743
Luke Kornet,BOS,26,218.44,113.398,Vanderbilt,USA,5,15,2,1.9,0.6,10.4,0.118,0.142,0.112,0.506,0.108,2021-22,0.812364
Luke Kennard,LAC,26,195.58,93.439952,Duke,USA,1,70,11.9,3.3,2.1,3.4,0.01,0.1,0.16,0.619,0.111,2021-22,13.347727
Luka Garza,DET,23,208.28,110.222856,Iowa,USA,4,32,5.8,3.1,0.6,-6.3,0.13,0.116,0.195,0.535,0.086,2021-22,0.925258
Luka Doncic,DAL,23,200.66,104.32616,,Slovenia,1,65,28.4,9.1,8.7,3.5,0.025,0.23,0.368,0.571,0.458,2021-22,10.174391
Luguentz Dort,OKC,23,190.5,97.52228,Arizona State,Canada,5,51,17.2,4.2,1.7,-8.1,0.02,0.097,0.228,0.541,0.087,2021-22,1.782621
Lonzo Ball,CHI,24,198.12,86.18248,UCLA,USA,1,35,13,5.4,5.1,3.1,0.029,0.125,0.17,0.575,0.203,2021-22,18.604651
Leandro Bolmaro,MIN,21,198.12,90.7184,,Argentina,2,35,1.4,1.2,0.6,0.2,0.062,0.107,0.122,0.419,0.118,2021-22,2.35332
LeBron James,LAL,37,205.74,113.398,,USA,1,56,30.3,8.2,6.2,-2.5,0.031,0.185,0.317,0.619,0.297,2021-22,41.180544
Lauri Markkanen,CLE,25,210.82,108.86208,Arizona,Finland,1,61,14.8,5.7,1.3,3.9,0.033,0.147,0.192,0.582,0.062,2021-22,15.690909
Kris Dunn,POR,28,190.5,92.98636,Providence,USA,1,14,7.6,3.5,5.6,-12,0.027,0.12,0.176,0.482,0.339,2021-22,5.31743
Jeremiah Robinson-Earl,OKC,21,203.2,109.769264,Villanova,USA,3,49,7.5,5.6,1,-9.8,0.061,0.172,0.152,0.526,0.069,2021-22,2
Kristaps Porzingis,WAS,26,220.98,108.86208,,Latvia,1,51,20.2,8.1,2.3,0.4,0.068,0.204,0.286,0.577,0.133,2021-22,31.650599999999997
Kyle Anderson,MEM,28,205.74,104.32616,UCLA,USA,3,69,7.6,5.3,2.7,2,0.041,0.196,0.156,0.506,0.162,2021-22,9.937149999999999
Kyle Kuzma,WAS,26,205.74,100.243832,Utah,USA,2,66,17.1,8.5,3.5,-6.1,0.032,0.213,0.238,0.547,0.164,2021-22,13
Kyle Lowry,MIA,36,182.88,88.904032,Villanova,USA,2,63,13.4,4.5,7.5,5.9,0.016,0.116,0.178,0.6,0.321,2021-22,26.984128
Malachi Flynn,TOR,24,185.42,79.3786,San Diego State,USA,3,44,4.3,1.4,1.6,-2.6,0.016,0.097,0.157,0.488,0.185,2021-22,2.04804
Kyrie Irving,BKN,30,187.96,88.45044,Duke,Australia,1,29,27.4,4.4,5.8,5.2,0.015,0.096,0.283,0.592,0.235,2021-22,35.3287
LaMelo Ball,CHA,20,200.66,81.64656,,USA,1,75,20.1,6.7,7.6,1.5,0.042,0.157,0.271,0.554,0.341,2021-22,8.23176
Lamar Stevens,CLE,24,198.12,104.32616,Penn State,USA,5,63,6.1,2.6,0.7,-1.3,0.048,0.112,0.169,0.544,0.066,2021-22,1.517981
Lance Stephenson,IND,31,195.58,95.25432,Cincinnati,USA,3,46,8.3,2.8,3.6,-7,0.014,0.149,0.219,0.536,0.298,2021-22,1.6148250000000002
Landry Shamet,PHX,25,193.04,86.18248,Wichita State,USA,2,69,8.3,1.8,1.6,4.9,0.01,0.072,0.16,0.55,0.104,2021-22,3.7683419999999996
Larry Nance Jr.,NOP,29,200.66,111.13004,Wyoming,USA,2,46,7,5.4,1.8,-1.9,0.069,0.173,0.128,0.59,0.115,2021-22,10.690909000000001
LaMarcus Aldridge,BKN,36,210.82,113.398,Texas-Austin,USA,1,47,12.9,5.5,0.9,0.1,0.071,0.16,0.219,0.604,0.062,2021-22,2.6416910000000002
Malcolm Brogdon,IND,29,195.58,103.872568,Virginia,USA,3,36,19.1,5.1,5.9,-0.4,0.026,0.121,0.241,0.557,0.271,2021-22,21.7
Malik Beasley,MIN,25,193.04,84.821704,Florida State,USA,2,79,12.1,2.9,1.5,2,0.012,0.1,0.189,0.544,0.085,2021-22,14.491964
Matt Thomas,CHI,27,190.5,86.18248,Iowa State,USA,5,40,4,1.3,0.5,1.1,0.007,0.096,0.137,0.564,0.059,2021-22,1.669178
Max Strus,MIA,26,195.58,97.52228,DePaul,USA,5,68,10.6,3,1.4,5.6,0.016,0.112,0.177,0.614,0.086,2021-22,1.669178
Maxi Kleber,DAL,30,208.28,108.86208,,Germany,5,59,7,5.9,1.2,3.9,0.047,0.182,0.131,0.537,0.067,2021-22,8.75
Mike Conley,UTA,34,185.42,79.3786,Ohio State,USA,1,72,13.7,3,5.3,7.7,0.023,0.079,0.202,0.572,0.281,2021-22,21
Mike Muscala,OKC,30,208.28,108.86208,Bucknell,USA,4,43,8,3,0.5,1.8,0.032,0.166,0.198,0.63,0.06,2021-22,3.5
Miles Bridges,CHA,24,200.66,102.0582,Michigan State,USA,1,80,20.2,7,3.8,2.1,0.03,0.158,0.224,0.593,0.153,2021-22,5.421493
Miles McBride,NYK,21,185.42,88.45044,West Virginia,USA,3,40,2.2,1.1,1,13,0.011,0.097,0.137,0.393,0.159,2021-22,0.925258
Mitchell Robinson,NYK,24,213.36,108.86208,Western Kentucky,USA,3,72,8.5,8.6,0.5,-2.1,0.145,0.171,0.11,0.722,0.032,2021-22,1.802057
Miye Oni,UTA,24,195.58,93.439952,Yale,USA,5,16,0.3,0.4,0.3,-33.3,0.024,0.118,0.095,0.265,0.179,2021-22,0.946261
Mikal Bridges,PHX,25,198.12,94.800728,Villanova,USA,1,82,14.2,4.2,2.3,9.8,0.027,0.089,0.149,0.627,0.084,2021-22,5.557725
Monte Morris,DEN,27,187.96,83.007336,Iowa State,USA,4,75,12.6,3,4.4,6,0.013,0.087,0.173,0.583,0.201,2021-22,8.449074
Mason Plumlee,CHA,32,210.82,115.212368,Duke,USA,2,73,6.5,7.7,3.1,0.9,0.091,0.205,0.117,0.603,0.165,2021-22,9.248332999999999
Malik Fitts,BOS,24,195.58,104.32616,,USA,5,15,1.4,1.1,0.3,-16.3,0.033,0.185,0.139,0.553,0.125,2021-22,0.630874
Malik Monk,LAL,24,190.5,90.7184,Kentucky,USA,1,76,13.8,3.4,2.9,0.3,0.017,0.099,0.195,0.597,0.144,2021-22,1.789256
Mamadi Diakite,OKC,25,205.74,103.418976,Virginia,Guinea,5,13,4.3,4.5,0.2,-3.2,0.084,0.216,0.136,0.54,0.018,2021-22,0.869078
Matisse Thybulle,PHI,25,195.58,91.171992,Washington,USA,2,66,5.7,2.3,1.1,3.8,0.026,0.064,0.095,0.594,0.063,2021-22,2.84016
Marcus Smart,BOS,28,193.04,99.79024,Oklahoma State,USA,1,71,12.1,3.8,5.9,9.3,0.018,0.093,0.179,0.54,0.245,2021-22,13.839285
Markieff Morris,MIA,32,205.74,111.13004,Kansas,USA,1,17,7.6,2.6,1.4,4.5,0.059,0.089,0.197,0.547,0.116,2021-22,2.6416910000000002
Marko Simonovic,CHI,22,210.82,99.79024,,Montenegro,4,9,1.9,1.1,0,1.2,0.122,0.119,0.247,0.428,0,2021-22,0.925258
Marquese Chriss,DAL,24,205.74,108.86208,Washington,USA,1,34,4.5,3,0.5,-2.1,0.096,0.197,0.205,0.518,0.079,2021-22,1.2929
Markelle Fultz,ORL,24,193.04,94.800728,Washington,USA,1,18,10.8,2.7,5.5,-5.3,0.01,0.116,0.265,0.517,0.448,2021-22,16.5
Rudy Gay,UTA,35,203.2,113.398,Connecticut,USA,1,55,8.1,4.4,1,8.7,0.05,0.166,0.185,0.539,0.078,2021-22,5.89
Rui Hachimura,WAS,24,203.2,104.32616,Gonzaga,Japan,1,42,11.3,3.8,1.1,-7.1,0.027,0.143,0.205,0.579,0.08,2021-22,4.91616
Justin Champagnie,TOR,21,198.12,93.439952,Pittsburgh,USA,5,36,2.3,2,0.3,7.4,0.111,0.126,0.111,0.571,0.051,2021-22,0.462629
Justin Holiday,SAC,33,198.12,81.64656,Washington,USA,5,74,10.1,2.6,1.7,-5.1,0.014,0.08,0.156,0.543,0.086,2021-22,6.00642
Justise Winslow,POR,26,198.12,100.697424,Duke,USA,1,48,5.7,4.2,1.8,2.1,0.06,0.177,0.178,0.479,0.155,2021-22,3.9024389999999998
Jusuf Nurkic,POR,27,210.82,131.54168,,Bosnia and Herzegovina,2,56,15,11.1,2.8,-0.1,0.101,0.283,0.233,0.586,0.16,2021-22,12
KZ Okpala,MIA,23,203.2,97.52228,Stanford,USA,3,21,3.7,2,0.7,2.7,0.044,0.118,0.141,0.521,0.082,2021-22,1.782621
Kai Jones,CHA,21,208.28,100.243832,Texas-Austin,Bahamas,2,21,1,0.5,0.2,-11.1,0.045,0.114,0.15,0.628,0.103,2021-22,2.77056
Karl-Anthony Towns,MIN,26,210.82,112.490816,Kentucky,USA,1,74,24.6,9.8,3.6,5.3,0.074,0.21,0.272,0.64,0.177,2021-22,31.650599999999997
Keifer Sykes,IND,28,180.34,75.749864,Wisc.-Green Bay,USA,5,32,5.6,1.4,1.9,-4.5,0.014,0.069,0.174,0.456,0.162,2021-22,0.558345
Keita Bates-Diop,SAS,26,203.2,103.872568,Ohio State,USA,4,59,5.7,3.9,0.7,0.8,0.061,0.163,0.144,0.578,0.059,2021-22,1.7292169999999998
Kelan Martin,BOS,26,195.58,104.32616,Butler,USA,5,30,5.7,1.8,0.7,-6.2,0.035,0.086,0.18,0.484,0.072,2021-22,0.99376
Keldon Johnson,SAS,22,198.12,99.79024,Kentucky,USA,3,75,17,6.1,2.1,2.1,0.031,0.148,0.21,0.574,0.091,2021-22,2.14572
Keljin Blevins,POR,26,193.04,90.7184,Montana State,USA,5,31,3.1,1.5,0.6,-27.7,0.042,0.09,0.161,0.41,0.083,2021-22,0.462629
Kelly Olynyk,DET,31,210.82,108.86208,Gonzaga,Canada,1,40,9.1,4.4,2.8,-4.9,0.067,0.17,0.207,0.561,0.214,2021-22,12.195122000000001
Kevon Looney,GSW,26,205.74,100.697424,UCLA,USA,3,82,6,7.3,2,6,0.12,0.21,0.12,0.586,0.127,2021-22,5.178572
Kevin Pangos,CLE,29,185.42,81.192968,Gonzaga,Canada,5,24,1.6,0.5,1.3,-12.1,0.012,0.057,0.143,0.408,0.246,2021-22,1.569178
Kevin Love,CLE,33,203.2,113.851592,UCLA,USA,1,74,13.6,7.2,2.2,1.5,0.051,0.258,0.239,0.594,0.153,2021-22,31.258256
Kevin Huerter,ATL,23,200.66,89.811216,Maryland,USA,2,74,12.1,3.4,2.7,3.8,0.014,0.098,0.169,0.57,0.125,2021-22,4.253356999999999
Kevin Durant,BKN,33,208.28,108.86208,Texas-Austin,USA,1,55,29.9,7.4,6.4,6.5,0.015,0.166,0.31,0.634,0.274,2021-22,42.0189
Keon Johnson,POR,20,193.04,83.91452,Tennessee,USA,2,37,7.2,2.2,2.1,-19,0.031,0.083,0.207,0.453,0.174,2021-22,2.5532399999999997
Kentavious Caldwell-Pope,WAS,29,195.58,92.532768,Georgia,USA,1,77,13.2,3.4,1.9,-4.7,0.018,0.093,0.185,0.568,0.09,2021-22,13.038862
Kent Bazemore,LAL,32,193.04,88.45044,Old Dominion,USA,5,39,3.4,1.8,0.9,-8.9,0.022,0.097,0.128,0.451,0.085,2021-22,2.4015370000000003
Kenrich Williams,OKC,27,198.12,95.25432,TCU,USA,5,49,7.4,4.5,2.2,1.7,0.062,0.123,0.153,0.532,0.159,2021-22,2
Kemba Walker,NYK,32,182.88,83.460928,Connecticut,USA,1,37,11.6,3,3.5,-9.1,0.014,0.099,0.202,0.537,0.22,2021-22,34.967442
Kessler Edwards,BKN,21,200.66,92.079176,Pepperdine,USA,4,48,5.9,3.6,0.6,-3.3,0.043,0.124,0.132,0.516,0.04,2021-22,0.463211
Julius Randle,NYK,27,203.2,113.398,Kentucky,USA,1,72,20.1,9.9,5.1,-3.6,0.045,0.225,0.279,0.509,0.251,2021-22,19.8
Juan Toscano-Anderson,GSW,29,198.12,94.800728,Marquette,USA,5,73,4.1,2.4,1.7,2.9,0.03,0.143,0.144,0.561,0.18,2021-22,1.7015930000000001
John Konchar,MEM,26,195.58,95.25432,Indiana-Purdue Fort Wayne,USA,5,72,4.8,4.6,1.5,2.7,0.059,0.182,0.097,0.615,0.109,2021-22,2.2
John Collins,ATL,24,205.74,102.511792,Wake Forest,USA,2,54,16.2,7.8,1.8,0.8,0.056,0.19,0.202,0.61,0.088,2021-22,23
Joel Embiid,PHI,28,213.36,127.00576,Kansas,Cameroon,1,68,30.6,11.7,4.2,7.9,0.068,0.273,0.375,0.616,0.236,2021-22,31.57939
Joel Ayayi,WAS,22,193.04,81.64656,Gonzaga,France,5,7,0.3,0.4,0.6,12.2,0.037,0.105,0.133,0.167,0.364,2021-22,0.462629
Joe Wieskamp,SAS,22,198.12,92.98636,Iowa,USA,3,29,2.1,0.5,0.3,1.5,0.017,0.045,0.129,0.494,0.065,2021-22,0.563663
Jonas Valanciunas,NOP,30,210.82,120.20188,,Lithuania,1,74,17.8,11.4,2.6,1.2,0.1,0.28,0.238,0.617,0.137,2021-22,14
Joe Harris,BKN,30,198.12,99.79024,Virginia,USA,3,14,11.3,4,1,1.1,0.012,0.109,0.146,0.624,0.047,2021-22,17.357143
Jock Landale,SAS,26,210.82,115.66596,,Australia,5,54,4.9,2.6,0.8,-1.1,0.094,0.118,0.172,0.597,0.115,2021-22,0.925258
Jimmy Butler,MIA,32,200.66,104.32616,Marquette,USA,3,57,21.4,5.9,5.5,6.1,0.055,0.125,0.26,0.592,0.264,2021-22,36.0162
Jevon Carter,MIL,26,185.42,90.7184,West Virginia,USA,3,66,4.2,1.7,1.5,-3,0.014,0.097,0.135,0.531,0.148,2021-22,4.107149
Rudy Gobert,UTA,30,215.9,117.026736,,France,2,66,15.6,14.7,1.1,9.6,0.114,0.312,0.166,0.732,0.052,2021-22,35.344828
Joe Ingles,POR,34,203.2,99.79024,,Australia,5,45,7.2,2.9,3.5,8.2,0.01,0.099,0.129,0.551,0.195,2021-22,13.036364
Khem Birch,TOR,29,205.74,105.686936,UNLV,Canada,5,55,4.5,4.3,1,-0.1,0.112,0.128,0.108,0.534,0.074,2021-22,6.35
Jonathan Kuminga,GSW,19,200.66,102.0582,,DRC,1,70,9.3,3.3,0.9,1.9,0.047,0.139,0.227,0.6,0.087,2021-22,5.46636
Jordan Clarkson,UTA,30,193.04,87.996848,Missouri,USA,4,79,16,3.5,2.5,8.7,0.03,0.091,0.258,0.532,0.144,2021-22,12.42
Jrue Holiday,MIL,32,190.5,92.98636,UCLA,USA,2,67,18.3,4.5,6.8,8.5,0.031,0.1,0.231,0.593,0.297,2021-22,31.171332999999997
Josh Richardson,SAS,28,195.58,90.7184,Tennessee,USA,3,65,10.2,2.8,1.8,4.5,0.026,0.087,0.171,0.573,0.105,2021-22,11.615328
Josh Okogie,MIN,23,193.04,96.615096,Georgia Tech,Nigeria,2,49,2.7,1.4,0.5,2.5,0.049,0.077,0.115,0.526,0.066,2021-22,4.087904
Josh Jackson,SAC,25,203.2,93.893544,Kansas,USA,1,51,6.4,2.8,1.1,-8.6,0.025,0.149,0.196,0.491,0.105,2021-22,5.00535
Josh Hart,POR,27,195.58,97.52228,Villanova,USA,3,54,14.9,7.2,4.1,-4.9,0.033,0.183,0.184,0.61,0.19,2021-22,12
Josh Green,DAL,21,195.58,90.7184,Arizona,Australia,2,67,4.8,2.4,1.2,3.7,0.049,0.105,0.13,0.578,0.11,2021-22,2.9575199999999997
Josh Giddey,OKC,19,203.2,92.98636,,Australia,1,54,12.5,7.8,6.4,-8.3,0.052,0.175,0.218,0.478,0.325,2021-22,5.988
Jose Alvarado,NOP,24,182.88,81.192968,Georgia Tech,USA,5,54,6.1,1.9,2.8,7.3,0.029,0.094,0.174,0.52,0.261,2021-22,1.925406
Jordan Poole,GSW,23,193.04,87.996848,Michigan,USA,2,76,18.5,3.4,4,6.6,0.015,0.094,0.252,0.598,0.207,2021-22,2.16144
Jordan Nwora,MIL,23,203.2,102.0582,Louisville,USA,4,62,7.9,3.6,1,-3,0.03,0.147,0.187,0.506,0.071,2021-22,1.517981
Darius Garland,CLE,22,185.42,87.089664,Vanderbilt,USA,1,68,21.7,3.3,8.6,6.6,0.017,0.074,0.272,0.576,0.378,2021-22,7.04088
Josh Christopher,HOU,20,190.5,97.52228,Arizona State,USA,2,74,7.9,2.5,2,-9.2,0.037,0.103,0.205,0.534,0.17,2021-22,2.25924
Khris Middleton,MIL,30,200.66,100.697424,Texas A&M,USA,3,66,20.1,5.4,5.4,5.4,0.019,0.136,0.255,0.577,0.246,2021-22,35.5
Killian Tillie,MEM,24,205.74,99.79024,Gonzaga,France,5,36,3.3,1.7,0.6,3.4,0.04,0.085,0.128,0.452,0.061,2021-22,1.901625
Skylar Mays,ATL,24,193.04,92.98636,Louisiana State,USA,4,28,2.9,0.9,0.6,-12.9,0.022,0.091,0.149,0.589,0.12,2021-22,0.510907
Solomon Hill,ATL,31,198.12,102.511792,Arizona,USA,2,13,0.6,1.8,0.9,14.3,0.043,0.115,0.064,0.2,0.117,2021-22,2.389641
Spencer Dinwiddie,DAL,29,198.12,97.52228,Colorado,USA,3,67,13.7,4.2,5.2,-1,0.022,0.111,0.208,0.543,0.27,2021-22,19.314284
Shake Milton,PHI,25,195.58,92.98636,Southern Methodist,USA,4,55,8.2,2.6,2.5,-1,0.025,0.094,0.174,0.517,0.178,2021-22,1.8467379999999998
Stanley Johnson,LAL,26,198.12,109.769264,Arizona,USA,1,48,6.7,3.2,1.7,-1.1,0.032,0.109,0.125,0.564,0.094,2021-22,1.368998
Sterling Brown,DAL,27,195.58,99.336648,Southern Methodist,USA,4,49,3.3,3,0.7,2.3,0.039,0.187,0.124,0.495,0.078,2021-22,3
Steven Adams,MEM,28,210.82,120.20188,Pittsburgh,New Zealand,1,76,6.9,10,3.4,8.3,0.159,0.198,0.118,0.56,0.155,2021-22,17.073171
Taj Gibson,NYK,37,205.74,105.233344,Southern California,USA,2,52,4.4,4.4,0.6,3.3,0.088,0.139,0.099,0.606,0.05,2021-22,4.91
Stephen Curry,GSW,34,187.96,83.91452,Davidson,USA,1,64,25.5,5.2,6.3,10.7,0.015,0.126,0.293,0.601,0.286,2021-22,45.780966
Talen Horton-Tucker,LAL,21,193.04,106.140528,Iowa State,USA,4,60,10,3.2,2.7,-2.2,0.024,0.1,0.189,0.503,0.153,2021-22,9.5
Seth Curry,BKN,31,187.96,83.91452,Duke,USA,5,64,15,3.1,3.6,4.5,0.01,0.082,0.182,0.615,0.162,2021-22,8.207518
Semi Ojeleye,LAC,27,198.12,108.86208,Southern Methodist,USA,3,30,3.3,2.5,0.3,-16.6,0.057,0.111,0.126,0.438,0.033,2021-22,1.789256
Russell Westbrook,LAL,33,190.5,90.7184,UCLA,USA,1,78,18.5,7.4,7.1,-4,0.039,0.165,0.264,0.512,0.311,2021-22,44.211146
Ryan Arcidiacono,NYK,28,190.5,88.45044,Villanova,USA,5,10,1.6,0.8,0.4,-8.2,0,0.105,0.085,0.667,0.091,2021-22,0.774727
